"","state_abbrev","district_code","bioname_107","bioname_108","bioname_109","bioname_110","bioname_111","bioname_112","bioname_113","bioname_114","bioname_115","bioname_116","bioname_117","party_code_107","party_code_108","party_code_109","party_code_110","party_code_111","party_code_112","party_code_113","party_code_114","party_code_115","party_code_116","party_code_117","nominate_dim1_107","nominate_dim1_108","nominate_dim1_109","nominate_dim1_110","nominate_dim1_111","nominate_dim1_112","nominate_dim1_113","nominate_dim1_114","nominate_dim1_115","nominate_dim1_116","nominate_dim1_117"
"126","IL",14,"HASTERT, John Dennis","HASTERT, John Dennis","HASTERT, John Dennis","HASTERT, John Dennis","FOSTER, Bill","HULTGREN, Randy","HULTGREN, Randy","HULTGREN, Randy","HULTGREN, Randy","UNDERWOOD, Lauren","UNDERWOOD, Lauren",200,200,200,200,100,200,200,200,200,100,100,0.443,0.443,0.443,0.443,-0.23,0.49,0.49,0.49,0.49,-0.536,-0.536
"127","IL",12,"COSTELLO, Jerry Francis","COSTELLO, Jerry Francis","COSTELLO, Jerry Francis","COSTELLO, Jerry Francis","COSTELLO, Jerry Francis","COSTELLO, Jerry Francis","ENYART, Bill","BOST, Mike","BOST, Mike","BOST, Mike","BOST, Mike",100,100,100,100,100,100,100,200,200,200,200,-0.317,-0.317,-0.317,-0.317,-0.317,-0.317,-0.251,0.282,0.282,0.282,0.282
"128","IL",10,"KIRK, Mark Steven","KIRK, Mark Steven","KIRK, Mark Steven","KIRK, Mark Steven","KIRK, Mark Steven","DOLD, Robert","SCHNEIDER, Brad","DOLD, Robert","SCHNEIDER, Brad","SCHNEIDER, Brad","SCHNEIDER, Brad",200,200,200,200,200,200,100,200,100,100,100,0.274,0.274,0.274,0.274,0.274,0.2,-0.179,0.176,-0.179,-0.179,-0.179
"129","IL",15,"JOHNSON, Timothy V.","JOHNSON, Timothy V.","JOHNSON, Timothy V.","JOHNSON, Timothy V.","JOHNSON, Timothy V.","JOHNSON, Timothy V.","SHIMKUS, John M.","SHIMKUS, John M.","SHIMKUS, John M.","SHIMKUS, John M.","MILLER, Mary E.",200,200,200,200,200,200,200,200,200,200,200,0.264,0.264,0.264,0.264,0.264,0.264,0.375,0.375,0.375,0.375,0.821
"130","IL",1,"RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.","RUSH, Bobby L.",100,100,100,100,100,100,100,100,100,100,100,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479,-0.479
"131","IL",4,"GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GUTIÉRREZ, Luis V.","GARCÍA, Jesús","GARCÍA, Jesús",100,100,100,100,100,100,100,100,100,100,100,-0.487,-0.487,-0.487,-0.487,-0.487,-0.487,-0.487,-0.487,-0.487,-0.488,-0.488
"132","IL",16,"MANZULLO, Donald A.","MANZULLO, Donald A.","MANZULLO, Donald A.","MANZULLO, Donald A.","MANZULLO, Donald A.","MANZULLO, Donald A.","KINZINGER, Adam","KINZINGER, Adam","KINZINGER, Adam","KINZINGER, Adam","KINZINGER, Adam",200,200,200,200,200,200,200,200,200,200,200,0.51,0.51,0.51,0.51,0.51,0.51,0.247,0.247,0.247,0.247,0.247
"133","IL",11,"WELLER, Gerald C. (Jerry)","WELLER, Gerald C. (Jerry)","WELLER, Gerald C. (Jerry)","WELLER, Gerald C. (Jerry)","HALVORSON, Deborah L.","KINZINGER, Adam","FOSTER, Bill","FOSTER, Bill","FOSTER, Bill","FOSTER, Bill","FOSTER, Bill",200,200,200,200,100,200,100,100,100,100,100,0.288,0.288,0.288,0.288,-0.183,0.247,-0.23,-0.23,-0.23,-0.23,-0.23
"134","IL",18,"LaHOOD, Ray H.","LaHOOD, Ray H.","LaHOOD, Ray H.","LaHOOD, Ray H.","SCHOCK, Aaron","SCHOCK, Aaron","SCHOCK, Aaron","SCHOCK, Aaron","LaHOOD, Darin","LaHOOD, Darin","LaHOOD, Darin",200,200,200,200,200,200,200,200,200,200,200,0.246,0.246,0.246,0.246,0.311,0.311,0.311,0.311,0.464,0.464,0.464
"135","IL",2,"JACKSON, Jesse L., Jr.","JACKSON, Jesse L., Jr.","JACKSON, Jesse L., Jr.","JACKSON, Jesse L., Jr.","JACKSON, Jesse L., Jr.","JACKSON, Jesse L., Jr.","KELLY, Robin L.","KELLY, Robin L.","KELLY, Robin L.","KELLY, Robin L.","KELLY, Robin L.",100,100,100,100,100,100,100,100,100,100,100,-0.538,-0.538,-0.538,-0.538,-0.538,-0.538,-0.461,-0.461,-0.461,-0.461,-0.461
"136","IL",5,"BLAGOJEVICH, Rod R.","EMANUEL, Rahm","EMANUEL, Rahm","EMANUEL, Rahm","QUIGLEY, Mike","QUIGLEY, Mike","QUIGLEY, Mike","QUIGLEY, Mike","QUIGLEY, Mike","QUIGLEY, Mike","QUIGLEY, Mike",100,100,100,100,100,100,100,100,100,100,100,-0.317,-0.372,-0.372,-0.372,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322,-0.322
"137","IL",7,"DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.","DAVIS, Danny K.",100,100,100,100,100,100,100,100,100,100,100,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486
"138","IL",20,"SHIMKUS, John M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","IL",9,"SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.","SCHAKOWSKY, Janice D.",100,100,100,100,100,100,100,100,100,100,100,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604,-0.604
"140","IL",13,"BIGGERT, Judy Borg","BIGGERT, Judy Borg","BIGGERT, Judy Borg","BIGGERT, Judy Borg","BIGGERT, Judy Borg","BIGGERT, Judy Borg","DAVIS, Rodney","DAVIS, Rodney","DAVIS, Rodney","DAVIS, Rodney","DAVIS, Rodney",200,200,200,200,200,200,200,200,200,200,200,0.323,0.323,0.323,0.323,0.323,0.323,0.274,0.274,0.274,0.274,0.274
"141","IL",19,"PHELPS, David Dwain","SHIMKUS, John M.","SHIMKUS, John M.","SHIMKUS, John M.","SHIMKUS, John M.","SHIMKUS, John M.",NA,NA,NA,NA,NA,100,200,200,200,200,200,NA,NA,NA,NA,NA,-0.207,0.375,0.375,0.375,0.375,0.375,NA,NA,NA,NA,NA
"142","IN",6,"BURTON, Danny Lee","PENCE, Mike","PENCE, Mike","PENCE, Mike","PENCE, Mike","PENCE, Mike","MESSER, Luke","MESSER, Luke","MESSER, Luke","PENCE, Gregory","PENCE, Gregory",200,200,200,200,200,200,200,200,200,200,200,0.585,0.655,0.655,0.655,0.655,0.655,0.563,0.563,0.563,0.485,0.485
"143","IN",1,"VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","VISCLOSKY, Peter","MRVAN, Frank J.",100,100,100,100,100,100,100,100,100,100,100,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.402,-0.273
"144","IN",2,"PENCE, Mike","CHOCOLA, Chris","CHOCOLA, Chris","DONNELLY, Joe","DONNELLY, Joe","DONNELLY, Joe","WALORSKI, Jackie","WALORSKI, Jackie","WALORSKI, Jackie","WALORSKI, Jackie","WALORSKI, Jackie",200,200,200,100,100,100,200,200,200,200,200,0.655,0.573,0.573,-0.119,-0.119,-0.119,0.427,0.427,0.427,0.427,0.427
"145","IN",7,"KERNS, Brian D.","CARSON, Julia May","CARSON, Julia May","CARSON, André","CARSON, André","CARSON, André","CARSON, André","CARSON, André","CARSON, André","CARSON, André","CARSON, André",200,100,100,100,100,100,100,100,100,100,100,0.724,-0.464,-0.464,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429,-0.429
"146","IN",3,"ROEMER, Timothy John","SOUDER, Mark Edward","SOUDER, Mark Edward","SOUDER, Mark Edward","STUTZMAN, Marlin","STUTZMAN, Marlin","STUTZMAN, Marlin","STUTZMAN, Marlin","BANKS, James E.","BANKS, James E.","BANKS, James E.",100,200,200,200,200,200,200,200,200,200,200,-0.165,0.435,0.435,0.435,0.742,0.742,0.742,0.742,0.641,0.641,0.641
"147","IN",5,"BUYER, Stephen Earle","BURTON, Danny Lee","BURTON, Danny Lee","BURTON, Danny Lee","BURTON, Danny Lee","BURTON, Danny Lee","BROOKS, Susan","BROOKS, Susan","BROOKS, Susan","BROOKS, Susan","SPARTZ, Victoria",200,200,200,200,200,200,200,200,200,200,200,0.435,0.585,0.585,0.585,0.585,0.585,0.352,0.352,0.352,0.352,0.433
"148","IN",4,"SOUDER, Mark Edward","BUYER, Stephen Earle","BUYER, Stephen Earle","BUYER, Stephen Earle","BUYER, Stephen Earle","ROKITA, Todd","ROKITA, Todd","ROKITA, Todd","ROKITA, Todd","BAIRD, James","BAIRD, James",200,200,200,200,200,200,200,200,200,200,200,0.435,0.435,0.435,0.435,0.435,0.602,0.602,0.602,0.602,0.464,0.464
"149","IN",8,"HOSTETTLER, John Nathan","HOSTETTLER, John Nathan","HOSTETTLER, John Nathan","ELLSWORTH, Brad","ELLSWORTH, Brad","BUCSHON, Larry","BUCSHON, Larry","BUCSHON, Larry","BUCSHON, Larry","BUCSHON, Larry","BUCSHON, Larry",200,200,200,100,100,200,200,200,200,200,200,0.705,0.705,0.705,-0.106,-0.106,0.409,0.409,0.409,0.409,0.409,0.409
"150","IN",10,"CARSON, Julia May",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","IN",9,"HILL, Baron P.","HILL, Baron P.","SODREL, Michael E.","HILL, Baron P.","HILL, Baron P.","YOUNG, Todd","YOUNG, Todd","YOUNG, Todd","HOLLINGSWORTH, Joseph Albert III","HOLLINGSWORTH, Joseph Albert III","HOLLINGSWORTH, Joseph Albert III",100,100,200,100,100,200,200,200,200,200,200,-0.121,-0.121,0.422,-0.121,-0.121,0.461,0.461,0.461,0.414,0.414,0.414
"152","IA",1,"LEACH, James Albert Smith","NUSSLE, James Allen","NUSSLE, James Allen","BRALEY, Bruce","BRALEY, Bruce","BRALEY, Bruce","BRALEY, Bruce","BLUM, Rod","BLUM, Rod","FINKENAUER, Abby","HINSON, Ashley",200,200,200,100,100,100,100,200,200,100,200,0.141,0.417,0.417,-0.31,-0.31,-0.31,-0.31,0.527,0.527,-0.224,0.39
"153","IA",2,"NUSSLE, James Allen","LEACH, James Albert Smith","LEACH, James Albert Smith","LOEBSACK, Dave","LOEBSACK, Dave","LOEBSACK, Dave","LOEBSACK, Dave","LOEBSACK, Dave","LOEBSACK, Dave","LOEBSACK, Dave","MILLER-MEEKS, Mariannette",200,200,200,100,100,100,100,100,100,100,200,0.417,0.141,0.141,-0.276,-0.276,-0.276,-0.276,-0.276,-0.276,-0.276,0.288
"154","IA",4,"GANSKE, Greg","LATHAM, Thomas","LATHAM, Thomas","LATHAM, Thomas","LATHAM, Thomas","LATHAM, Thomas","KING, Steve","KING, Steve","KING, Steve","KING, Steve","FEENSTRA, Randy",200,200,200,200,200,200,200,200,200,200,200,0.239,0.302,0.302,0.302,0.302,0.302,0.613,0.613,0.613,0.613,0.439
"155","IA",5,"LATHAM, Thomas","KING, Steve","KING, Steve","KING, Steve","KING, Steve","KING, Steve",NA,NA,NA,NA,NA,200,200,200,200,200,200,NA,NA,NA,NA,NA,0.302,0.613,0.613,0.613,0.613,0.613,NA,NA,NA,NA,NA
"156","IA",3,"BOSWELL, Leonard L.","BOSWELL, Leonard L.","BOSWELL, Leonard L.","BOSWELL, Leonard L.","BOSWELL, Leonard L.","BOSWELL, Leonard L.","LATHAM, Thomas","YOUNG, David","YOUNG, David","AXNE, Cynthia","AXNE, Cynthia",100,100,100,100,100,100,200,200,200,100,100,-0.238,-0.238,-0.238,-0.238,-0.238,-0.238,0.302,0.442,0.442,-0.243,-0.243
"157","KS",4,"TIAHRT, Todd","TIAHRT, Todd","TIAHRT, Todd","TIAHRT, Todd","TIAHRT, Todd","POMPEO, Mike","POMPEO, Mike","POMPEO, Mike","POMPEO, Mike","ESTES, Ron","ESTES, Ron",200,200,200,200,200,200,200,200,200,200,200,0.449,0.449,0.449,0.449,0.449,0.66,0.66,0.66,0.66,0.62,0.62
"158","KS",1,"MORAN, Jerry","MORAN, Jerry","MORAN, Jerry","MORAN, Jerry","MORAN, Jerry","HUELSKAMP, Tim","HUELSKAMP, Tim","HUELSKAMP, Tim","MARSHALL, Roger Wayne","MARSHALL, Roger Wayne","MANN, Tracey",200,200,200,200,200,200,200,200,200,200,200,0.418,0.418,0.418,0.418,0.418,0.744,0.744,0.744,0.564,0.564,0.707
"159","KS",2,"RYUN, Jim","RYUN, Jim","RYUN, Jim","BOYDA, Nancy","JENKINS, Lynn","JENKINS, Lynn","JENKINS, Lynn","JENKINS, Lynn","JENKINS, Lynn","WATKINS, Steve","LATURNER, Jake",200,200,200,100,200,200,200,200,200,200,200,0.547,0.547,0.547,-0.193,0.523,0.523,0.523,0.523,0.523,0.549,0.522
"160","KS",3,"MOORE, Dennis","MOORE, Dennis","MOORE, Dennis","MOORE, Dennis","MOORE, Dennis","YODER, Kevin","YODER, Kevin","YODER, Kevin","YODER, Kevin","DAVIDS, Sharice","DAVIDS, Sharice",100,100,100,100,100,200,200,200,200,100,100,-0.267,-0.267,-0.267,-0.267,-0.267,0.558,0.558,0.558,0.558,-0.255,-0.255
"161","KY",5,"ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)","ROGERS, Harold Dallas (Hal)",200,200,200,200,200,200,200,200,200,200,200,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338,0.338
"162","KY",2,"LEWIS, Ron","LEWIS, Ron","LEWIS, Ron","LEWIS, Ron","GUTHRIE, Brett","GUTHRIE, Brett","GUTHRIE, Brett","GUTHRIE, Brett","GUTHRIE, Brett","GUTHRIE, Brett","GUTHRIE, Brett",200,200,200,200,200,200,200,200,200,200,200,0.418,0.418,0.418,0.418,0.42,0.42,0.42,0.42,0.42,0.42,0.42
"163","KY",1,"WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","WHITFIELD, Wayne Edward (Ed)","COMER, James","COMER, James","COMER, James","COMER, James",200,200,200,200,200,200,200,200,200,200,200,0.303,0.303,0.303,0.303,0.303,0.303,0.303,0.6,0.6,0.6,0.6
"164","KY",3,"NORTHUP, Anne Meagher","NORTHUP, Anne Meagher","NORTHUP, Anne Meagher","YARMUTH, John","YARMUTH, John","YARMUTH, John","YARMUTH, John","YARMUTH, John","YARMUTH, John","YARMUTH, John","YARMUTH, John",200,200,200,100,100,100,100,100,100,100,100,0.335,0.335,0.335,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378,-0.378
"165","KY",4,"LUCAS, Ken","LUCAS, Ken","DAVIS, Geoffrey C. (Geoff)","DAVIS, Geoffrey C. (Geoff)","DAVIS, Geoffrey C. (Geoff)","DAVIS, Geoffrey C. (Geoff)","MASSIE, Thomas","MASSIE, Thomas","MASSIE, Thomas","MASSIE, Thomas","MASSIE, Thomas",100,100,200,200,200,200,200,200,200,200,200,-0.058,-0.058,0.398,0.398,0.398,0.398,0.679,0.679,0.679,0.679,0.679
"166","KY",6,"FLETCHER, Ernest L.","CHANDLER, A. B. (Ben)","CHANDLER, A. B. (Ben)","CHANDLER, A. B. (Ben)","CHANDLER, A. B. (Ben)","CHANDLER, A. B. (Ben)","BARR, Garland H. (Andy) IV","BARR, Garland H. (Andy) IV","BARR, Garland H. (Andy) IV","BARR, Garland H. (Andy) IV","BARR, Garland H. (Andy) IV",200,100,100,100,100,100,200,200,200,200,200,0.285,-0.232,-0.232,-0.232,-0.232,-0.232,0.483,0.483,0.483,0.483,0.483
"167","LA",6,"BAKER, Richard Hugh","BAKER, Richard Hugh","BAKER, Richard Hugh","BAKER, Richard Hugh","CASSIDY, Bill","CASSIDY, Bill","CASSIDY, Bill","GRAVES, Garret","GRAVES, Garret","GRAVES, Garret","GRAVES, Garret",200,200,200,200,200,200,200,200,200,200,200,0.423,0.423,0.423,0.423,0.466,0.466,0.466,0.451,0.451,0.451,0.451
"168","LA",4,"McCRERY, James O., III","McCRERY, James O., III","McCRERY, James O., III","McCRERY, James O., III","FLEMING, John","FLEMING, John","FLEMING, John","FLEMING, John","JOHNSON, Mike","JOHNSON, Mike","JOHNSON, Mike",200,200,200,200,200,200,200,200,200,200,200,0.362,0.362,0.362,0.362,0.59,0.59,0.59,0.59,0.562,0.562,0.562
"169","LA",2,"JEFFERSON, William Jennings","JEFFERSON, William Jennings","JEFFERSON, William Jennings","JEFFERSON, William Jennings","CAO, Anh (Joseph)","RICHMOND, Cedric","RICHMOND, Cedric","RICHMOND, Cedric","RICHMOND, Cedric","RICHMOND, Cedric","RICHMOND, Cedric",100,100,100,100,200,100,100,100,100,100,100,-0.424,-0.424,-0.424,-0.424,0.133,-0.486,-0.486,-0.486,-0.486,-0.486,-0.486
"170","LA",5,"COOKSEY, John","ALEXANDER, Rodney","ALEXANDER, Rodney","ALEXANDER, Rodney","ALEXANDER, Rodney","ALEXANDER, Rodney","McALLISTER, Vance M.","ABRAHAM, Ralph","ABRAHAM, Ralph","ABRAHAM, Ralph","LETLOW, Julia",200,100,200,200,200,200,200,200,200,200,200,0.334,-0.085,0.331,0.331,0.331,0.331,0.393,0.541,0.541,0.541,0.413
"171","LA",7,"JOHN, Christopher","JOHN, Christopher","BOUSTANY, Charles W.","BOUSTANY, Charles W.","BOUSTANY, Charles W.","BOUSTANY, Charles W.",NA,NA,NA,NA,NA,100,100,200,200,200,200,NA,NA,NA,NA,NA,-0.12,-0.12,0.392,0.392,0.392,0.392,NA,NA,NA,NA,NA
"172","LA",1,"VITTER, David","VITTER, David","JINDAL, Bobby","JINDAL, Bobby","SCALISE, Steve","SCALISE, Steve","SCALISE, Steve","SCALISE, Steve","SCALISE, Steve","SCALISE, Steve","SCALISE, Steve",200,200,200,200,200,200,200,200,200,200,200,0.495,0.495,0.388,0.388,0.557,0.557,0.557,0.557,0.557,0.557,0.557
"173","LA",3,"TAUZIN, Wilbert Joseph (Billy)","TAUZIN, Wilbert Joseph (Billy)","MELANCON, Charles J.","MELANCON, Charles J.","MELANCON, Charles J.","LANDRY, Jeff","BOUSTANY, Charles W.","BOUSTANY, Charles W.","HIGGINS, Clay","HIGGINS, Clay","HIGGINS, Clay",200,200,100,100,100,200,200,200,200,200,200,0.341,0.341,-0.178,-0.178,-0.178,0.614,0.392,0.392,0.613,0.613,0.613
"174","ME",2,"BALDACCI, John Elias","MICHAUD, Michael H.","MICHAUD, Michael H.","MICHAUD, Michael H.","MICHAUD, Michael H.","MICHAUD, Michael H.","MICHAUD, Michael H.","POLIQUIN, Bruce Lee","POLIQUIN, Bruce Lee","GOLDEN, Jared","GOLDEN, Jared",100,100,100,100,100,100,100,200,200,100,100,-0.333,-0.283,-0.283,-0.283,-0.283,-0.283,-0.283,0.36,0.36,-0.113,-0.113
"175","ME",1,"ALLEN, Thomas H.","ALLEN, Thomas H.","ALLEN, Thomas H.","ALLEN, Thomas H.","PINGREE, Chellie","PINGREE, Chellie","PINGREE, Chellie","PINGREE, Chellie","PINGREE, Chellie","PINGREE, Chellie","PINGREE, Chellie",100,100,100,100,100,100,100,100,100,100,100,-0.4,-0.4,-0.4,-0.4,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419,-0.419
"176","MD",5,"HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton","HOYER, Steny Hamilton",100,100,100,100,100,100,100,100,100,100,100,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381
"177","MD",3,"CARDIN, Benjamin Louis","CARDIN, Benjamin Louis","CARDIN, Benjamin Louis","SARBANES, John","SARBANES, John","SARBANES, John","SARBANES, John","SARBANES, John","SARBANES, John","SARBANES, John","SARBANES, John",100,100,100,100,100,100,100,100,100,100,100,-0.319,-0.319,-0.319,-0.467,-0.467,-0.467,-0.467,-0.467,-0.467,-0.467,-0.467
"178","MD",8,"MORELLA, Constance A.","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","VAN HOLLEN, Christopher","RASKIN, Jamie Ben","RASKIN, Jamie Ben","RASKIN, Jamie Ben",200,100,100,100,100,100,100,100,100,100,100,-0.018,-0.391,-0.391,-0.391,-0.391,-0.391,-0.391,-0.391,-0.539,-0.539,-0.539
"179","MD",1,"GILCHREST, Wayne Thomas","GILCHREST, Wayne Thomas","GILCHREST, Wayne Thomas","GILCHREST, Wayne Thomas","KRATOVIL, Frank M., Jr.","HARRIS, Andy","HARRIS, Andy","HARRIS, Andy","HARRIS, Andy","HARRIS, Andy","HARRIS, Andy",200,200,200,200,100,200,200,200,200,200,200,0.204,0.204,0.204,0.204,-0.037,0.669,0.669,0.669,0.669,0.669,0.669
"180","MD",4,"WYNN, Albert Russell","WYNN, Albert Russell","WYNN, Albert Russell","EDWARDS, Donna F.","EDWARDS, Donna F.","EDWARDS, Donna F.","EDWARDS, Donna F.","EDWARDS, Donna F.","BROWN, Anthony Gregory","BROWN, Anthony Gregory","BROWN, Anthony Gregory",100,100,100,100,100,100,100,100,100,100,100,-0.38,-0.38,-0.38,-0.562,-0.562,-0.562,-0.562,-0.562,-0.338,-0.338,-0.338
"181","MD",6,"BARTLETT, Roscoe Gardner","BARTLETT, Roscoe Gardner","BARTLETT, Roscoe Gardner","BARTLETT, Roscoe Gardner","BARTLETT, Roscoe Gardner","BARTLETT, Roscoe Gardner","DELANEY, John","DELANEY, John","DELANEY, John","TRONE, David","TRONE, David",200,200,200,200,200,200,100,100,100,100,100,0.493,0.493,0.493,0.493,0.493,0.493,-0.276,-0.276,-0.276,-0.265,-0.265
"182","MD",2,"EHRLICH, Robert L., Jr.","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)","RUPPERSBERGER, C. A. (Dutch)",200,100,100,100,100,100,100,100,100,100,100,0.36,-0.296,-0.296,-0.296,-0.296,-0.296,-0.296,-0.296,-0.296,-0.296,-0.296
"183","MD",7,"CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","CUMMINGS, Elijah Eugene","MFUME, Kweisi","MFUME, Kweisi",100,100,100,100,100,100,100,100,100,100,100,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.447,-0.447
"184","MA",9,"MOAKLEY, John Joseph","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.","LYNCH, Stephen F.","KEATING, William R.","KEATING, William R.","KEATING, William R.","KEATING, William R.","KEATING, William R.",100,100,100,100,100,100,100,100,100,100,100,-0.418,-0.35,-0.35,-0.35,-0.35,-0.35,-0.329,-0.329,-0.329,-0.329,-0.329
"185","MA",7,"MARKEY, Edward John","MARKEY, Edward John","MARKEY, Edward John","MARKEY, Edward John","MARKEY, Edward John","MARKEY, Edward John","CAPUANO, Michael Everett","CAPUANO, Michael Everett","CAPUANO, Michael Everett","PRESSLEY, Ayanna","PRESSLEY, Ayanna",100,100,100,100,100,100,100,100,100,100,100,-0.513,-0.513,-0.513,-0.513,-0.513,-0.513,-0.58,-0.58,-0.58,-0.313,-0.313
"186","MA",4,"FRANK, Barney","FRANK, Barney","FRANK, Barney","FRANK, Barney","FRANK, Barney","FRANK, Barney","KENNEDY, Joseph P. III","KENNEDY, Joseph P. III","KENNEDY, Joseph P. III","KENNEDY, Joseph P. III","AUCHINCLOSS, Jake",100,100,100,100,100,100,100,100,100,100,100,-0.499,-0.499,-0.499,-0.499,-0.499,-0.499,-0.421,-0.421,-0.421,-0.421,-0.291
"187","MA",2,"NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.","McGOVERN, James P.",100,100,100,100,100,100,100,100,100,100,100,-0.417,-0.417,-0.417,-0.417,-0.417,-0.417,-0.539,-0.539,-0.539,-0.539,-0.539
"188","MA",1,"OLVER, John Walter","OLVER, John Walter","OLVER, John Walter","OLVER, John Walter","OLVER, John Walter","OLVER, John Walter","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund","NEAL, Richard Edmund",100,100,100,100,100,100,100,100,100,100,100,-0.577,-0.577,-0.577,-0.577,-0.577,-0.577,-0.417,-0.417,-0.417,-0.417,-0.417
"189","MA",5,"MEEHAN, Martin Thomas","MEEHAN, Martin Thomas","MEEHAN, Martin Thomas","TSONGAS, Nicola S. (Niki)","TSONGAS, Nicola S. (Niki)","TSONGAS, Nicola S. (Niki)","MARKEY, Edward John","CLARK, Katherine M.","CLARK, Katherine M.","CLARK, Katherine M.","CLARK, Katherine M.",100,100,100,100,100,100,100,100,100,100,100,-0.39,-0.39,-0.39,-0.396,-0.396,-0.396,-0.513,-0.482,-0.482,-0.482,-0.482
